# Timestamp: 20260610100827
#version: SB4003.19
#enabled DS3231 square wave timing
#reading eemem...............................................................#done
#testing sensor coms 
#ch 25 AmbTemp disabled
#ch 26 AmbPres disabled
#ch 27 AmbRH disabled
#ch 28 AS1_415nm disabled
#ch 29 AS1_445nm disabled
#ch 30 AS1_480nm disabled
#ch 31 AS1_515nm disabled
#ch 32 AS1_555nm disabled
#ch 33 AS1_590nm disabled
#ch 34 AS1_630nm disabled
#ch 35 AS1_680nm disabled
#ch 36 AS1_CLEAR disabled
#ch 37 AS1_NIR disabled
#ch 38 AS2_415nm disabled
#ch 39 AS2_445nm disabled
#ch 40 AS2_480nm disabled
#ch 41 AS2_515nm disabled
#ch 42 AS2_555nm disabled
#ch 43 AS2_590nm disabled
#ch 44 AS2_630nm disabled
#ch 45 AS2_680nm disabled
#ch 46 AS2_CLEAR disabled
#ch 47 AS2_NIR disabled
#ch 48 AS3_415nm disabled
#ch 49 AS3_445nm disabled
#ch 50 AS3_480nm disabled
#ch 51 AS3_515nm disabled
#ch 52 AS3_555nm disabled
#ch 53 AS3_590nm disabled
#ch 54 AS3_630nm disabled
#ch 55 AS3_680nm disabled
#ch 56 AS3_CLEAR disabled
#ch 57 AS3_NIR disabled
#channels tested OK: 30
# num inputs: 63
#headers:
#A:,nan,4003,0.1844500,1.0008200,1.0000000,0.0004800,0.0242200,0.0238300,1.0000000,0.0004800,0.0004800,1.0000000,0.0937100,1.0000000,1.0000000,0.0038100,0.0038100,0.0038100,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0048400,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0001160,0.0001271,0.0000766,0.5933700,nan
#B:,nan,4003,-8563.9,-44.4,-201.0,-1404.3,-132.0,-92.0,0.0,-11892.0,-12128.0,0.0,-1177.0,-1781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3897.9,3129.4,-281.0,-1138.9,nan
#C:,nan,4003,AGAIN1,AGAIN2,AGAIN3,ASTEP1,ASTEP2,ASTEP3,ATIME1,ATIME2,ATIME3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#D:,nan,4003,16.000,16.000,16.000,299.000,299.000,299.000,29.000,29.000,29.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#units:,s,4003,ppm,ppm,Mm^-1,mmH2O,degC,degC,%,lpm,lpm,degC,ppm,ppm,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,mmH2O,degC,hPa,%,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,lambda,lambda,lambda,ppm,lambda
time,seconds,ID,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,GravFlo1,GravFlo2,COtemp,VOC,CH4,CH4temp,Ctemp1,Ctemp2,Ctemp3,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,dP2,AmbTemp,AmbPres,AmbRH,AS1_415nm,AS1_445nm,AS1_480nm,AS1_515nm,AS1_555nm,AS1_590nm,AS1_630nm,AS1_680nm,AS1_CLEAR,AS1_NIR,AS2_415nm,AS2_445nm,AS2_480nm,AS2_515nm,AS2_555nm,AS2_590nm,AS2_630nm,AS2_680nm,AS2_CLEAR,AS2_NIR,AS3_415nm,AS3_445nm,AS3_480nm,AS3_515nm,AS3_555nm,AS3_590nm,AS3_630nm,AS3_680nm,AS3_CLEAR,AS3_NIR,O2_1,O2_2,O2_3,CO2v,O2_ave
20260610 10:08:53,16,4003,-4.04,699,0,-0.001,17.10,16.16,62.1,0.03,-0.03,17,21.18,219,16.10,18.03,17.90,18.17,16.44,17.19,nan,nan,nan,-51.44,nan,16.94,-0.402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,547.740,0.326
20260610 10:08:54,17,4003,-3.86,696,0,-0.008,17.12,16.16,62.1,0.03,-0.03,17,21.18,219,16.10,18.02,17.89,18.16,16.44,17.19,nan,nan,nan,-51.44,nan,17.19,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,545.366,0.326
20260610 10:08:55,18,4003,-3.67,701,0,-0.002,17.12,16.18,62.1,0.03,-0.03,17,21.18,219,16.10,18.03,17.90,18.16,16.44,17.25,nan,nan,nan,-51.38,nan,17.19,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,548.333,0.326
20260610 10:08:56,19,4003,-3.49,702,1,-0.005,17.12,16.18,62.1,0.03,-0.03,17,21.18,219,16.10,18.04,17.90,18.17,16.44,17.25,nan,nan,nan,-51.38,nan,16.94,-0.402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,551.893,0.326
20260610 10:08:57,20,4003,-3.30,704,0,-0.009,17.12,16.18,62.1,0.03,-0.03,17,21.18,219,16.10,18.03,17.90,18.16,16.44,17.25,nan,nan,nan,-51.38,nan,17.19,-0.407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,557.827,0.326
20260610 10:08:58,21,4003,-3.12,708,0,-0.015,17.12,16.18,62.1,0.03,-0.03,17,21.08,-522,16.10,18.03,17.89,18.16,16.44,17.25,nan,nan,nan,-51.38,nan,17.19,-0.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,555.454,0.326
20260610 10:08:59,22,4003,-3.12,706,0,-0.004,17.12,16.16,62.0,0.03,-0.03,17,21.18,-522,16.10,18.04,17.90,18.17,16.44,17.00,nan,nan,nan,-51.38,nan,16.94,-0.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,558.421,0.326
20260610 10:09:00,23,4003,-2.75,709,0,-0.004,17.12,16.18,62.0,0.03,-0.03,17,21.18,-522,16.10,18.04,17.90,18.17,16.44,17.25,nan,nan,nan,-51.38,nan,16.94,-0.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,561.387,0.326
20260610 10:09:01,24,4003,-2.75,714,0,-0.003,17.12,16.18,62.0,0.03,-0.03,17,21.18,-522,16.10,18.03,17.90,18.16,16.44,17.25,nan,nan,nan,-51.38,nan,16.94,-0.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,559.607,0.326
20260610 10:09:02,25,4003,-2.56,714,0,-0.010,17.12,16.18,62.0,0.03,-0.03,17,21.08,-522,16.10,18.04,17.90,18.16,16.44,17.19,nan,nan,nan,-51.19,nan,16.94,-0.499,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,555.454,0.326
20260610 10:09:03,26,4003,-2.56,714,0,-0.004,17.12,16.16,62.0,0.03,-0.03,17,21.08,-522,16.10,18.04,17.89,18.16,16.38,17.31,nan,nan,nan,-51.38,nan,16.88,-0.509,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,564.354,0.326
20260610 10:09:04,27,4003,-2.38,712,0,-0.013,17.12,16.18,62.0,0.03,-0.03,17,21.18,-27,16.10,18.04,17.90,18.17,16.44,17.19,nan,nan,nan,-51.38,nan,17.19,-0.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,567.914,0.326
20260610 10:09:05,28,4003,-2.01,708,0,-0.008,17.12,16.18,62.0,0.03,-0.03,17,21.08,-27,16.10,18.04,17.90,18.17,16.44,17.00,nan,nan,nan,-51.38,nan,16.94,-0.494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,568.508,0.326
20260610 10:09:06,29,4003,-2.01,702,0,-0.010,17.12,16.18,62.0,0.03,-0.03,17,21.18,-27,16.10,18.04,17.90,18.17,16.44,17.25,nan,nan,nan,-51.38,nan,16.94,-0.470,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,563.761,0.326
20260610 10:09:07,30,4003,-2.01,704,1,-0.003,17.12,16.18,62.0,0.03,-0.03,17,21.08,-27,16.10,18.04,17.90,18.16,16.44,17.00,nan,nan,nan,-51.38,nan,16.88,-0.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,562.574,0.326
20260610 10:09:08,31,4003,-2.01,701,0,-0.007,17.12,16.18,62.0,0.03,-0.03,17,21.18,-27,16.10,18.05,17.90,18.17,16.50,17.31,nan,nan,nan,-51.38,nan,16.88,-0.494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,566.134,0.326
20260610 10:09:09,32,4003,-1.64,699,1,-0.004,17.12,16.18,62.0,0.03,-0.03,17,21.18,-20,16.10,18.06,17.90,18.17,16.44,17.00,nan,nan,nan,-51.38,nan,17.19,-0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,569.101,0.326
20260610 10:09:10,33,4003,-1.46,696,1,-0.005,17.12,16.18,62.0,0.03,-0.03,17,21.08,-20,16.10,18.06,17.89,18.17,16.44,17.00,nan,nan,nan,-51.38,nan,17.19,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,566.134,0.326
20260610 10:09:11,34,4003,-1.64,692,0,-0.009,17.12,16.18,62.0,0.03,-0.03,17,21.08,-20,16.10,18.06,17.89,18.17,16.25,17.06,nan,nan,nan,-51.38,nan,16.94,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,563.761,0.326
20260610 10:09:12,35,4003,-1.46,692,0,-0.002,17.12,16.18,61.9,0.03,-0.03,17,21.08,-20,16.10,18.06,17.90,18.17,16.44,17.31,nan,nan,nan,-51.38,nan,17.00,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,567.321,0.326
20260610 10:09:13,36,4003,-1.27,701,0,-0.007,17.12,16.18,61.9,0.03,-0.03,17,21.18,-20,16.10,18.07,17.90,18.17,16.50,17.25,nan,nan,nan,-51.38,nan,17.00,-0.339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,579.782,0.326
20260610 10:09:14,37,4003,-1.27,701,0,-0.010,17.12,16.18,61.9,0.03,-0.03,17,21.18,3,16.10,18.07,17.90,18.17,16.25,17.25,nan,nan,nan,-51.38,nan,17.25,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,576.222,0.326
20260610 10:09:15,38,4003,-1.27,702,0,-0.009,17.12,16.18,61.9,0.03,-0.03,17,21.08,3,16.10,18.06,17.89,18.17,16.44,17.31,nan,nan,nan,-51.38,nan,16.94,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,572.661,0.326
20260610 10:09:16,39,4003,-1.27,704,0,-0.007,17.12,16.18,61.9,0.03,-0.03,17,21.18,3,16.10,18.07,17.90,18.18,16.50,17.25,nan,nan,nan,-51.31,nan,16.94,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,575.035,0.326
20260610 10:09:17,40,4003,-1.27,704,1,-0.004,17.12,16.18,61.9,0.03,-0.03,17,21.18,3,16.10,18.07,17.90,18.17,16.50,17.31,nan,nan,nan,-51.38,nan,17.25,-0.402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,578.002,0.326
20260610 10:09:18,41,4003,-1.09,708,0,-0.013,17.12,16.18,61.9,0.03,-0.03,17,21.18,3,16.10,18.07,17.90,18.18,16.50,17.25,nan,nan,nan,-51.31,nan,17.00,-0.402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,575.035,0.326
20260610 10:09:19,42,4003,-1.09,714,0,-0.014,17.12,16.18,61.9,0.03,-0.03,17,21.18,3,16.20,18.07,17.89,18.17,16.50,17.06,nan,nan,nan,-51.38,nan,17.19,-0.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,570.881,0.326
20260610 10:09:20,43,4003,-1.09,708,1,-0.015,17.12,16.18,61.9,0.03,-0.03,17,21.08,5,16.20,18.07,17.89,18.17,16.44,17.25,nan,nan,nan,-51.38,nan,17.00,-0.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,572.661,0.326
20260610 10:09:21,44,4003,-0.90,704,1,-0.011,17.12,16.20,61.9,0.03,-0.03,17,21.18,5,16.20,18.08,17.90,18.18,16.44,17.06,nan,nan,nan,-51.19,nan,17.00,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,577.408,0.326
20260610 10:09:22,45,4003,-0.90,702,1,-0.002,17.12,16.18,61.9,0.03,-0.03,17,21.18,5,16.20,18.08,17.90,18.17,16.44,17.31,nan,nan,nan,-51.31,nan,17.00,-0.402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,576.815,0.326
