# Timestamp: 20260610093800
#version: SB4003.19
#enabled DS3231 square wave timing
#reading eemem...........................................................#done
#testing sensor coms 
#ch 25 AmbTemp disabled
#ch 26 AmbPres disabled
#ch 27 AmbRH disabled
#ch 28 AS1_415nm disabled
#ch 29 AS1_445nm disabled
#ch 30 AS1_480nm disabled
#ch 31 AS1_515nm disabled
#ch 32 AS1_555nm disabled
#ch 33 AS1_590nm disabled
#ch 34 AS1_630nm disabled
#ch 35 AS1_680nm disabled
#ch 36 AS1_CLEAR disabled
#ch 37 AS1_NIR disabled
#ch 38 AS2_415nm disabled
#ch 39 AS2_445nm disabled
#ch 40 AS2_480nm disabled
#ch 41 AS2_515nm disabled
#ch 42 AS2_555nm disabled
#ch 43 AS2_590nm disabled
#ch 44 AS2_630nm disabled
#ch 45 AS2_680nm disabled
#ch 46 AS2_CLEAR disabled
#ch 47 AS2_NIR disabled
#ch 48 AS3_415nm disabled
#ch 49 AS3_445nm disabled
#ch 50 AS3_480nm disabled
#ch 51 AS3_515nm disabled
#ch 52 AS3_555nm disabled
#ch 53 AS3_590nm disabled
#ch 54 AS3_630nm disabled
#ch 55 AS3_680nm disabled
#ch 56 AS3_CLEAR disabled
#ch 57 AS3_NIR disabled
#channels tested OK: 30
# num inputs: 63
#headers:
#A:,nan,4003,0.1844500,1.0008200,1.0000000,0.0004800,0.0242200,0.0238300,1.0000000,0.0004800,0.0004800,1.0000000,0.0937100,1.0000000,1.0000000,0.0038100,0.0038100,0.0038100,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0048400,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0001160,0.0001271,0.0000766,0.5933700,nan
#B:,nan,4003,-8563.9,-44.4,-201.0,-1404.3,-132.0,-92.0,0.0,-11892.0,-12128.0,0.0,-1177.0,-1781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3897.9,3129.4,-281.0,-1138.9,nan
#C:,nan,4003,AGAIN1,AGAIN2,AGAIN3,ASTEP1,ASTEP2,ASTEP3,ATIME1,ATIME2,ATIME3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#D:,nan,4003,16.000,16.000,16.000,299.000,299.000,299.000,29.000,29.000,29.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#units:,s,4003,ppm,ppm,Mm^-1,mmH2O,degC,degC,%,lpm,lpm,degC,ppm,ppm,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,mmH2O,degC,hPa,%,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,lambda,lambda,lambda,ppm,lambda
time,seconds,ID,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,GravFlo1,GravFlo2,COtemp,VOC,CH4,CH4temp,Ctemp1,Ctemp2,Ctemp3,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,dP2,AmbTemp,AmbPres,AmbRH,AS1_415nm,AS1_445nm,AS1_480nm,AS1_515nm,AS1_555nm,AS1_590nm,AS1_630nm,AS1_680nm,AS1_CLEAR,AS1_NIR,AS2_415nm,AS2_445nm,AS2_480nm,AS2_515nm,AS2_555nm,AS2_590nm,AS2_630nm,AS2_680nm,AS2_CLEAR,AS2_NIR,AS3_415nm,AS3_445nm,AS3_480nm,AS3_515nm,AS3_555nm,AS3_590nm,AS3_630nm,AS3_680nm,AS3_CLEAR,AS3_NIR,O2_1,O2_2,O2_3,CO2v,O2_ave
20260610 09:38:28,17,4003,-3.86,648,0,0.002,16.18,15.78,61.4,0.03,-0.04,16,20.80,219,15.80,17.69,17.54,17.79,16.38,16.56,nan,nan,nan,-51.56,nan,16.12,-0.528,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,510.358,0.326
20260610 09:38:29,18,4003,-3.49,648,0,-0.003,16.20,15.80,61.4,0.03,-0.03,16,20.80,219,15.80,17.70,17.54,17.79,16.38,16.44,nan,nan,nan,-51.62,nan,16.12,-0.528,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,513.324,0.326
20260610 09:38:30,19,4003,-3.49,648,0,-0.003,16.20,15.80,61.4,0.03,-0.03,16,20.90,219,15.80,17.71,17.55,17.79,16.38,16.38,nan,nan,nan,-51.62,nan,16.12,-0.513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,516.291,0.326
20260610 09:38:31,20,4003,-3.30,648,0,0.007,16.20,15.80,61.5,0.03,-0.03,16,20.80,219,15.80,17.70,17.55,17.79,16.56,16.38,nan,nan,nan,-51.62,nan,16.12,-0.528,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,514.511,0.326
20260610 09:38:32,21,4003,-3.12,646,1,0.004,16.20,15.80,61.5,0.03,-0.03,16,20.80,219,15.80,17.69,17.54,17.79,16.38,16.44,nan,nan,nan,-51.56,nan,16.12,-0.518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,512.138,0.326
20260610 09:38:33,22,4003,-2.93,648,0,0.001,16.20,15.80,61.5,0.03,-0.03,16,20.90,-511,15.80,17.70,17.54,17.79,16.38,16.38,nan,nan,nan,-51.56,nan,16.12,-0.523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,520.445,0.326
20260610 09:38:34,23,4003,-2.75,648,1,-0.002,16.20,15.82,61.5,0.03,-0.03,16,20.80,-511,15.80,17.71,17.55,17.79,16.38,16.38,nan,nan,nan,-51.62,nan,16.12,-0.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,525.192,0.326
20260610 09:38:35,24,4003,-2.75,646,0,-0.004,16.20,15.80,61.5,0.03,-0.03,16,20.80,-511,15.80,17.71,17.54,17.79,16.38,16.44,nan,nan,nan,-51.62,nan,16.12,-0.518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,522.818,0.326
20260610 09:38:36,25,4003,-2.56,645,0,-0.003,16.20,15.80,61.5,0.03,-0.03,16,20.80,-511,15.80,17.71,17.53,17.79,16.38,16.38,nan,nan,nan,-51.62,nan,16.06,-0.513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,519.258,0.326
20260610 09:38:37,26,4003,-2.56,645,0,0.007,16.20,15.80,61.5,0.03,-0.03,16,20.90,-511,15.80,17.71,17.54,17.79,16.38,16.38,nan,nan,nan,-51.62,nan,16.12,-0.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,520.445,0.326
20260610 09:38:38,27,4003,-2.38,648,0,-0.003,16.20,15.82,61.5,0.03,-0.03,16,20.80,-12,15.80,17.71,17.55,17.80,16.38,16.38,nan,nan,nan,-51.62,nan,16.12,-0.509,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,523.412,0.326
20260610 09:38:39,28,4003,-2.20,650,0,0.006,16.20,15.80,61.5,0.03,-0.03,16,20.80,-12,15.80,17.71,17.54,17.79,16.31,16.38,nan,nan,nan,-51.62,nan,16.12,-0.499,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,531.125,0.326
20260610 09:38:40,29,4003,-2.01,654,0,-0.002,16.20,15.80,61.5,0.03,-0.03,16,20.80,-12,15.80,17.71,17.54,17.79,16.44,16.38,nan,nan,nan,-51.56,nan,16.12,-0.518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,528.752,0.326
20260610 09:38:41,30,4003,-2.20,654,0,-0.009,16.20,15.80,61.5,0.03,-0.03,16,20.80,-12,15.80,17.71,17.53,17.79,16.38,16.44,nan,nan,nan,-51.62,nan,16.06,-0.407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,528.159,0.326
20260610 09:38:42,31,4003,-2.01,654,0,-0.006,16.23,15.82,61.5,0.03,-0.03,16,20.80,-12,15.80,17.72,17.53,17.80,16.38,16.38,nan,nan,nan,-51.62,nan,16.12,-0.402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,531.125,0.326
20260610 09:38:43,32,4003,-1.83,652,1,-0.006,16.20,15.82,61.5,0.03,-0.03,16,20.90,-23,15.80,17.72,17.54,17.80,16.38,16.38,nan,nan,nan,-51.62,nan,16.12,-0.407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,534.092,0.326
20260610 09:38:44,33,4003,-1.64,656,0,-0.003,16.20,15.80,61.5,0.03,-0.03,16,20.80,-23,15.80,17.72,17.54,17.79,16.44,16.38,nan,nan,nan,-51.62,nan,16.12,-0.407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,531.125,0.326
20260610 09:38:45,34,4003,-1.64,659,0,-0.008,16.20,15.82,61.5,0.03,-0.03,16,20.80,-23,15.80,17.72,17.54,17.79,16.44,16.38,nan,nan,nan,-51.62,nan,16.06,-0.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,529.345,0.326
20260610 09:38:46,35,4003,-1.64,659,0,0.002,16.23,15.80,61.5,0.03,-0.03,16,20.80,-23,15.80,17.72,17.54,17.80,16.38,16.38,nan,nan,nan,-51.62,nan,16.12,-0.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,531.125,0.326
20260610 09:38:47,36,4003,-1.64,666,0,0.004,16.20,15.82,61.5,0.03,-0.03,16,20.80,-23,15.80,17.73,17.55,17.80,16.44,16.44,nan,nan,nan,-51.56,nan,16.31,-0.421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,533.499,0.326
20260610 09:38:48,37,4003,-1.46,669,0,-0.007,16.23,15.82,61.5,0.03,-0.03,16,20.80,-23,15.80,17.72,17.54,17.79,16.38,16.44,nan,nan,nan,-51.56,nan,16.12,-0.509,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,530.532,0.326
20260610 09:38:49,38,4003,-1.27,669,0,-0.003,16.23,15.82,61.5,0.03,-0.03,16,20.80,-23,15.80,17.72,17.53,17.79,16.44,16.44,nan,nan,nan,-51.56,nan,16.31,-0.523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,527.565,0.326
20260610 09:38:50,39,4003,-1.46,671,0,-0.007,16.23,15.80,61.5,0.03,-0.04,16,20.80,-23,15.80,17.72,17.53,17.80,16.19,16.44,nan,nan,nan,-51.62,nan,16.12,-0.523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,529.345,0.326
20260610 09:38:51,40,4003,-1.27,666,1,0.004,16.23,15.82,61.5,0.03,-0.03,16,20.80,-23,15.80,17.74,17.55,17.80,16.38,16.44,nan,nan,nan,-51.62,nan,16.31,-0.518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,541.213,0.326
20260610 09:38:52,41,4003,-1.09,666,1,-0.004,16.23,15.82,61.5,0.03,-0.03,16,20.80,-23,15.90,17.74,17.54,17.80,16.44,16.38,nan,nan,nan,-51.56,nan,16.19,-0.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,538.246,0.326
20260610 09:38:53,42,4003,-1.09,669,0,-0.001,16.23,15.82,61.5,0.03,-0.03,16,20.80,-23,15.90,17.73,17.54,17.79,16.44,16.56,nan,nan,nan,-51.62,nan,16.12,-0.523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,535.872,0.326
20260610 09:38:54,43,4003,-0.90,669,1,-0.003,16.23,15.82,61.5,0.03,-0.03,16,20.80,-27,15.90,17.74,17.54,17.80,16.62,16.44,nan,nan,nan,-51.62,nan,16.38,-0.494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,538.246,0.326
20260610 09:38:55,44,4003,-0.90,669,1,-0.002,16.23,15.82,61.5,0.03,-0.03,16,20.80,-27,15.90,17.74,17.54,17.80,16.25,16.44,nan,nan,nan,-51.62,nan,16.19,-0.489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,542.400,0.326
20260610 09:38:56,45,4003,-0.90,669,1,0.005,16.23,15.82,61.5,0.03,-0.03,16,20.80,-27,15.90,17.74,17.54,17.80,16.44,16.44,nan,nan,nan,-51.56,nan,16.19,-0.518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,540.619,0.326
20260610 09:38:57,46,4003,-0.90,666,0,0.008,16.23,15.82,61.5,0.03,-0.03,16,20.80,-27,15.90,17.75,17.54,17.79,16.44,16.44,nan,nan,nan,-51.62,nan,16.19,-0.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,537.653,0.326
