# Timestamp: 20260610103744
#version: SB4003.19
#enabled DS3231 square wave timing
#reading eemem.............................................................#done
#testing sensor coms 
#ch 25 AmbTemp disabled
#ch 26 AmbPres disabled
#ch 27 AmbRH disabled
#ch 28 AS1_415nm disabled
#ch 29 AS1_445nm disabled
#ch 30 AS1_480nm disabled
#ch 31 AS1_515nm disabled
#ch 32 AS1_555nm disabled
#ch 33 AS1_590nm disabled
#ch 34 AS1_630nm disabled
#ch 35 AS1_680nm disabled
#ch 36 AS1_CLEAR disabled
#ch 37 AS1_NIR disabled
#ch 38 AS2_415nm disabled
#ch 39 AS2_445nm disabled
#ch 40 AS2_480nm disabled
#ch 41 AS2_515nm disabled
#ch 42 AS2_555nm disabled
#ch 43 AS2_590nm disabled
#ch 44 AS2_630nm disabled
#ch 45 AS2_680nm disabled
#ch 46 AS2_CLEAR disabled
#ch 47 AS2_NIR disabled
#ch 48 AS3_415nm disabled
#ch 49 AS3_445nm disabled
#ch 50 AS3_480nm disabled
#ch 51 AS3_515nm disabled
#ch 52 AS3_555nm disabled
#ch 53 AS3_590nm disabled
#ch 54 AS3_630nm disabled
#ch 55 AS3_680nm disabled
#ch 56 AS3_CLEAR disabled
#ch 57 AS3_NIR disabled
#channels tested OK: 30
# num inputs: 63
#headers:
#A:,nan,4003,0.1844500,1.0008200,1.0000000,0.0004800,0.0242200,0.0238300,1.0000000,0.0004800,0.0004800,1.0000000,0.0937100,1.0000000,1.0000000,0.0038100,0.0038100,0.0038100,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0048400,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0001160,0.0001271,0.0000766,0.5933700,nan
#B:,nan,4003,-8563.9,-44.4,-201.0,-1404.3,-132.0,-92.0,0.0,-11892.0,-12128.0,0.0,-1177.0,-1781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3897.9,3129.4,-281.0,-1138.9,nan
#C:,nan,4003,AGAIN1,AGAIN2,AGAIN3,ASTEP1,ASTEP2,ASTEP3,ATIME1,ATIME2,ATIME3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#D:,nan,4003,16.000,16.000,16.000,299.000,299.000,299.000,29.000,29.000,29.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#units:,s,4003,ppm,ppm,Mm^-1,mmH2O,degC,degC,%,lpm,lpm,degC,ppm,ppm,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,mmH2O,degC,hPa,%,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,lambda,lambda,lambda,ppm,lambda
time,seconds,ID,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,GravFlo1,GravFlo2,COtemp,VOC,CH4,CH4temp,Ctemp1,Ctemp2,Ctemp3,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,dP2,AmbTemp,AmbPres,AmbRH,AS1_415nm,AS1_445nm,AS1_480nm,AS1_515nm,AS1_555nm,AS1_590nm,AS1_630nm,AS1_680nm,AS1_CLEAR,AS1_NIR,AS2_415nm,AS2_445nm,AS2_480nm,AS2_515nm,AS2_555nm,AS2_590nm,AS2_630nm,AS2_680nm,AS2_CLEAR,AS2_NIR,AS3_415nm,AS3_445nm,AS3_480nm,AS3_515nm,AS3_555nm,AS3_590nm,AS3_630nm,AS3_680nm,AS3_CLEAR,AS3_NIR,O2_1,O2_2,O2_3,CO2v,O2_ave
20260610 10:38:10,17,4003,-4.04,650,0,-0.021,17.27,16.51,60.3,0.03,-0.03,17,21.46,219,16.30,18.29,18.14,18.42,16.69,17.44,nan,nan,nan,-50.88,nan,17.44,-0.392,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,421.945,0.326
20260610 10:38:11,18,4003,-3.86,645,0,-0.020,17.27,16.51,60.2,0.03,-0.03,17,21.46,219,16.30,18.28,18.14,18.42,16.50,17.50,nan,nan,nan,-51.12,nan,17.44,-0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,411.265,0.326
20260610 10:38:12,19,4003,-3.67,637,0,-0.014,17.27,16.51,60.1,0.03,-0.03,17,21.46,219,16.30,18.28,18.14,18.43,16.44,17.75,nan,nan,nan,-51.12,nan,17.44,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,410.671,0.326
20260610 10:38:13,20,4003,-3.49,628,0,-0.010,17.29,16.54,60.0,0.03,-0.03,17,21.46,219,16.30,18.30,18.14,18.43,16.50,17.50,nan,nan,nan,-50.88,nan,17.44,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,414.232,0.326
20260610 10:38:14,21,4003,-3.30,626,0,-0.016,17.27,16.54,59.9,0.03,-0.03,17,21.46,219,16.30,18.30,18.14,18.43,16.50,17.56,nan,nan,nan,-51.12,nan,17.44,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,413.045,0.326
20260610 10:38:15,22,4003,-3.30,617,0,-0.023,17.29,16.51,59.8,0.03,-0.03,17,21.46,15,16.30,18.29,18.14,18.42,16.56,17.56,nan,nan,nan,-50.88,nan,17.44,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,410.078,0.326
20260610 10:38:16,23,4003,-3.12,610,1,-0.019,17.27,16.51,59.7,0.03,-0.03,17,21.46,15,16.30,18.29,18.13,18.42,16.50,17.50,nan,nan,nan,-51.12,nan,17.50,-0.402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,410.078,0.326
20260610 10:38:17,24,4003,-2.93,606,1,-0.025,17.29,16.51,59.6,0.03,-0.03,17,21.46,15,16.30,18.30,18.14,18.43,16.50,17.50,nan,nan,nan,-51.19,nan,17.44,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,405.331,0.326
20260610 10:38:18,25,4003,-2.75,606,1,-0.024,17.29,16.51,59.5,0.03,-0.03,17,21.46,15,16.30,18.30,18.14,18.43,16.50,17.50,nan,nan,nan,-51.12,nan,17.44,-0.402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,406.518,0.326
20260610 10:38:19,26,4003,-2.75,602,1,-0.017,17.27,16.51,59.4,0.03,-0.03,17,21.46,15,16.30,18.30,18.14,18.43,16.50,17.50,nan,nan,nan,-51.12,nan,17.44,-0.407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,403.551,0.326
20260610 10:38:20,27,4003,-2.75,602,0,-0.023,17.27,16.51,59.3,0.03,-0.03,17,21.46,5,16.30,18.29,18.13,18.42,16.69,17.50,nan,nan,nan,-51.19,nan,17.44,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,401.177,0.326
20260610 10:38:21,28,4003,-2.56,597,1,-0.020,17.29,16.54,59.2,0.03,-0.03,17,21.46,5,16.30,18.30,18.14,18.43,16.50,17.50,nan,nan,nan,-51.12,nan,17.44,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,395.244,0.326
20260610 10:38:22,29,4003,-2.38,588,1,-0.013,17.29,16.54,59.1,0.03,-0.03,17,21.46,5,16.30,18.31,18.14,18.44,16.69,17.75,nan,nan,nan,-51.12,nan,17.44,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,397.024,0.326
20260610 10:38:23,30,4003,-2.20,586,0,-0.015,17.29,16.54,59.0,0.03,-0.03,17,21.46,5,16.30,18.31,18.14,18.43,16.69,17.56,nan,nan,nan,-50.88,nan,17.44,-0.446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,393.464,0.326
20260610 10:38:24,31,4003,-2.01,583,1,-0.024,17.29,16.54,58.9,0.03,-0.03,17,21.37,5,16.30,18.31,18.14,18.43,16.31,17.50,nan,nan,nan,-50.81,nan,17.44,-0.446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,390.497,0.326
20260610 10:38:25,32,4003,-2.01,578,0,-0.022,17.29,16.54,58.8,0.03,-0.03,17,21.46,5,16.30,18.31,18.14,18.43,16.50,17.56,nan,nan,nan,-51.06,nan,17.44,-0.455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,383.970,0.326
20260610 10:38:26,33,4003,-2.01,573,0,-0.014,17.29,16.54,58.7,0.03,-0.03,17,21.37,-6,16.30,18.31,18.14,18.44,16.50,17.50,nan,nan,nan,-51.12,nan,17.44,-0.446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,385.750,0.326
20260610 10:38:27,34,4003,-1.83,565,1,-0.020,17.29,16.54,58.7,0.03,-0.03,17,21.37,-6,16.30,18.32,18.14,18.43,16.56,17.50,nan,nan,nan,-50.81,nan,17.44,-0.446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,383.970,0.326
20260610 10:38:28,35,4003,-1.83,561,0,-0.021,17.27,16.54,58.6,0.03,-0.03,17,21.37,-6,16.30,18.31,18.13,18.43,16.56,17.50,nan,nan,nan,-51.12,nan,17.44,-0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,381.003,0.326
20260610 10:38:29,36,4003,-1.64,560,0,-0.014,17.29,16.54,58.5,0.03,-0.03,17,21.37,-6,16.30,18.32,18.13,18.43,16.56,17.75,nan,nan,nan,-51.12,nan,17.44,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,383.970,0.326
20260610 10:38:30,37,4003,-1.64,554,0,-0.004,17.29,16.54,58.4,0.03,-0.03,17,21.37,-6,16.30,18.33,18.15,18.44,16.56,17.50,nan,nan,nan,-51.06,nan,17.44,-0.407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,387.530,0.326
20260610 10:38:31,38,4003,-1.46,546,0,-0.012,17.29,16.54,58.4,0.03,-0.03,17,21.37,-17,16.30,18.33,18.14,18.43,16.50,17.56,nan,nan,nan,-51.12,nan,17.50,-0.392,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,385.750,0.326
20260610 10:38:32,39,4003,-1.46,548,0,-0.006,17.29,16.54,58.3,0.03,-0.03,17,21.37,-17,16.30,18.32,18.14,18.43,16.56,17.56,nan,nan,nan,-51.06,nan,17.44,-0.417,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,382.783,0.326
20260610 10:38:33,40,4003,-1.64,546,0,-0.004,17.29,16.54,58.2,0.03,-0.03,17,21.27,-17,16.40,18.32,18.14,18.43,16.50,17.56,nan,nan,nan,-51.06,nan,17.44,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,383.970,0.326
20260610 10:38:34,41,4003,-1.46,540,0,-0.003,17.29,16.54,58.1,0.03,-0.03,17,21.37,-17,16.40,18.34,18.14,18.44,16.75,17.56,nan,nan,nan,-51.06,nan,17.50,-0.402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,387.530,0.326
20260610 10:38:35,42,4003,-1.27,529,0,-0.011,17.29,16.54,58.0,0.03,-0.03,17,21.37,-17,16.40,18.34,18.14,18.43,16.50,17.56,nan,nan,nan,-51.12,nan,17.56,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,386.937,0.326
20260610 10:38:36,43,4003,-1.46,528,0,-0.015,17.29,16.54,58.0,0.03,-0.03,17,21.37,-17,16.40,18.33,18.14,18.43,16.50,17.56,nan,nan,nan,-51.12,nan,17.44,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,382.783,0.326
20260610 10:38:37,44,4003,-1.46,523,0,-0.011,17.29,16.54,57.9,0.03,-0.03,17,21.27,-13,16.40,18.33,18.14,18.43,16.56,17.56,nan,nan,nan,-51.06,nan,17.50,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,381.596,0.326
20260610 10:38:38,45,4003,-1.27,513,0,-0.013,17.29,16.54,57.8,0.03,-0.03,17,21.37,-13,16.40,18.34,18.14,18.43,16.50,17.56,nan,nan,nan,-51.06,nan,17.69,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,383.970,0.326
20260610 10:38:39,46,4003,-1.27,513,0,-0.004,17.29,16.54,57.8,0.03,-0.03,17,21.27,-13,16.40,18.35,18.15,18.44,16.50,17.56,nan,nan,nan,-51.06,nan,17.50,-0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,376.849,0.326
