# Timestamp: 20260610091644
#version: SB4003.19
#enabled DS3231 square wave timing
#reading eemem.............................................................#done
#testing sensor coms 
#ch 25 AmbTemp disabled
#ch 26 AmbPres disabled
#ch 27 AmbRH disabled
#ch 28 AS1_415nm disabled
#ch 29 AS1_445nm disabled
#ch 30 AS1_480nm disabled
#ch 31 AS1_515nm disabled
#ch 32 AS1_555nm disabled
#ch 33 AS1_590nm disabled
#ch 34 AS1_630nm disabled
#ch 35 AS1_680nm disabled
#ch 36 AS1_CLEAR disabled
#ch 37 AS1_NIR disabled
#ch 38 AS2_415nm disabled
#ch 39 AS2_445nm disabled
#ch 40 AS2_480nm disabled
#ch 41 AS2_515nm disabled
#ch 42 AS2_555nm disabled
#ch 43 AS2_590nm disabled
#ch 44 AS2_630nm disabled
#ch 45 AS2_680nm disabled
#ch 46 AS2_CLEAR disabled
#ch 47 AS2_NIR disabled
#ch 48 AS3_415nm disabled
#ch 49 AS3_445nm disabled
#ch 50 AS3_480nm disabled
#ch 51 AS3_515nm disabled
#ch 52 AS3_555nm disabled
#ch 53 AS3_590nm disabled
#ch 54 AS3_630nm disabled
#ch 55 AS3_680nm disabled
#ch 56 AS3_CLEAR disabled
#ch 57 AS3_NIR disabled
#channels tested OK: 30
# num inputs: 63
#headers:
#A:,nan,4003,0.1844500,1.0008200,1.0000000,0.0004800,0.0242200,0.0238300,1.0000000,0.0004800,0.0004800,1.0000000,0.0937100,1.0000000,1.0000000,0.0038100,0.0038100,0.0038100,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0048400,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0001160,0.0001271,0.0000766,0.5933700,nan
#B:,nan,4003,-8563.9,-44.4,-201.0,-1521.0,-132.0,-92.0,0.0,-11892.0,-12128.0,0.0,-1177.0,-1781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3897.9,3129.4,-281.0,-1138.9,nan
#C:,nan,4003,AGAIN1,AGAIN2,AGAIN3,ASTEP1,ASTEP2,ASTEP3,ATIME1,ATIME2,ATIME3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#D:,nan,4003,16.000,16.000,16.000,299.000,299.000,299.000,29.000,29.000,29.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#units:,s,4003,ppm,ppm,Mm^-1,mmH2O,degC,degC,%,lpm,lpm,degC,ppm,ppm,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,mmH2O,degC,hPa,%,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,lambda,lambda,lambda,ppm,lambda
time,seconds,ID,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,GravFlo1,GravFlo2,COtemp,VOC,CH4,CH4temp,Ctemp1,Ctemp2,Ctemp3,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,dP2,AmbTemp,AmbPres,AmbRH,AS1_415nm,AS1_445nm,AS1_480nm,AS1_515nm,AS1_555nm,AS1_590nm,AS1_630nm,AS1_680nm,AS1_CLEAR,AS1_NIR,AS2_415nm,AS2_445nm,AS2_480nm,AS2_515nm,AS2_555nm,AS2_590nm,AS2_630nm,AS2_680nm,AS2_CLEAR,AS2_NIR,AS3_415nm,AS3_445nm,AS3_480nm,AS3_515nm,AS3_555nm,AS3_590nm,AS3_630nm,AS3_680nm,AS3_CLEAR,AS3_NIR,O2_1,O2_2,O2_3,CO2v,O2_ave
20260610 09:17:10,16,4003,-3.49,612,0,-0.069,15.94,15.70,60.9,0.03,-0.03,16,21.74,219,15.30,17.19,16.98,17.23,16.19,16.25,nan,nan,nan,-52.12,nan,15.94,-0.489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,497.303,0.326
20260610 09:17:11,17,4003,-3.49,618,0,-0.059,15.96,15.70,61.0,0.03,-0.03,16,21.83,219,15.30,17.20,16.99,17.23,16.19,15.88,nan,nan,nan,-52.12,nan,16.00,-0.494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,499.083,0.326
20260610 09:17:12,18,4003,-3.12,618,1,-0.062,15.96,15.70,61.1,0.03,-0.03,16,21.83,219,15.30,17.21,16.99,17.24,16.19,16.44,nan,nan,nan,-52.12,nan,16.00,-0.479,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,501.457,0.326
20260610 09:17:13,19,4003,-2.93,616,1,-0.068,15.96,15.70,61.1,0.03,-0.03,16,21.83,219,15.30,17.21,16.99,17.24,16.38,16.06,nan,nan,nan,-51.25,nan,16.00,-0.489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,498.490,0.326
20260610 09:17:14,20,4003,-2.93,616,1,-0.069,15.96,15.70,61.2,0.03,-0.03,16,21.74,219,15.30,17.20,16.99,17.23,16.44,16.06,nan,nan,nan,-51.19,nan,15.94,-0.484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,494.930,0.326
20260610 09:17:15,21,4003,-2.75,616,1,-0.070,15.96,15.70,61.2,0.03,-0.03,16,21.83,219,15.40,17.21,16.99,17.24,16.19,16.06,nan,nan,nan,-51.81,nan,15.94,-0.475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,496.710,0.326
20260610 09:17:16,22,4003,-2.56,612,1,-0.064,15.99,15.73,61.3,0.03,-0.03,16,21.74,111,15.40,17.21,17.00,17.24,16.62,16.06,nan,nan,nan,-51.81,nan,16.00,-0.494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,507.984,0.326
20260610 09:17:17,23,4003,-2.56,616,1,-0.067,15.96,15.70,61.3,0.03,-0.03,16,21.74,111,15.40,17.21,16.98,17.24,16.44,16.06,nan,nan,nan,-51.88,nan,15.94,-0.557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,506.204,0.326
20260610 09:17:18,24,4003,-2.38,618,0,-0.061,15.96,15.70,61.4,0.03,-0.03,16,21.74,111,15.40,17.21,16.98,17.23,16.44,16.25,nan,nan,nan,-51.38,nan,15.94,-0.552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,503.237,0.326
20260610 09:17:19,25,4003,-2.38,618,1,-0.067,15.96,15.70,61.4,0.03,-0.03,16,21.65,111,15.40,17.21,16.99,17.24,16.19,16.25,nan,nan,nan,-51.44,nan,15.94,-0.557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,504.424,0.326
20260610 09:17:20,26,4003,-2.20,618,1,-0.070,15.99,15.70,61.4,0.03,-0.03,16,21.74,111,15.40,17.21,16.99,17.24,16.44,16.06,nan,nan,nan,-51.44,nan,15.75,-0.557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,508.577,0.326
20260610 09:17:21,27,4003,-1.83,618,0,-0.066,15.96,15.70,61.5,0.03,-0.03,16,21.74,65,15.40,17.22,16.99,17.24,16.44,16.50,nan,nan,nan,-51.69,nan,15.94,-0.557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,509.171,0.326
20260610 09:17:22,28,4003,-1.83,618,1,-0.068,15.96,15.70,61.5,0.03,-0.03,16,21.65,65,15.40,17.22,16.99,17.24,16.19,16.25,nan,nan,nan,-51.62,nan,16.00,-0.557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,514.511,0.326
20260610 09:17:23,29,4003,-2.01,621,1,-0.069,15.96,15.70,61.5,0.03,-0.03,16,21.65,65,15.40,17.22,16.99,17.24,16.25,16.25,nan,nan,nan,-51.69,nan,16.00,-0.552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,513.918,0.326
20260610 09:17:24,30,4003,-1.83,620,0,-0.069,15.96,15.70,61.5,0.03,-0.03,16,21.65,65,15.40,17.23,17.00,17.24,16.25,16.06,nan,nan,nan,-51.62,nan,16.00,-0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,516.291,0.326
20260610 09:17:25,31,4003,-1.64,621,1,-0.072,15.96,15.70,61.6,0.03,-0.03,16,21.65,65,15.40,17.23,17.00,17.24,16.44,16.06,nan,nan,nan,-51.56,nan,15.94,-0.499,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,518.071,0.326
20260610 09:17:26,32,4003,-1.64,623,1,-0.074,15.96,15.70,61.6,0.03,-0.03,16,21.55,65,15.40,17.22,16.98,17.24,16.25,16.31,nan,nan,nan,-51.62,nan,16.00,-0.557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,514.511,0.326
20260610 09:17:27,33,4003,-1.46,629,1,-0.065,15.96,15.73,61.6,0.03,-0.03,16,21.55,42,15.40,17.23,16.98,17.24,16.25,16.31,nan,nan,nan,-51.38,nan,15.94,-0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,512.138,0.326
20260610 09:17:28,34,4003,-1.46,632,0,-0.074,15.96,15.73,61.6,0.03,-0.03,16,21.65,42,15.40,17.23,16.99,17.24,16.25,16.25,nan,nan,nan,-51.31,nan,16.00,-0.557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,513.918,0.326
20260610 09:17:29,35,4003,-1.27,632,0,-0.064,15.99,15.73,61.6,0.04,-0.03,16,21.65,42,15.40,17.23,17.00,17.24,16.25,16.06,nan,nan,nan,-51.31,nan,15.94,-0.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,516.291,0.326
20260610 09:17:30,36,4003,-1.27,631,1,-0.064,15.96,15.70,61.7,0.03,-0.03,16,21.55,42,15.40,17.23,16.99,17.25,16.44,15.88,nan,nan,nan,-51.75,nan,16.00,-0.460,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,513.918,0.326
20260610 09:17:31,37,4003,-1.27,629,0,-0.068,15.96,15.70,61.7,0.03,-0.04,16,21.55,42,15.40,17.23,16.99,17.24,16.25,16.50,nan,nan,nan,-51.81,nan,16.00,-0.484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,511.544,0.326
20260610 09:17:32,38,4003,-1.09,631,1,-0.066,15.99,15.70,61.7,0.03,-0.03,16,21.55,22,15.40,17.24,17.00,17.25,16.44,16.31,nan,nan,nan,-51.81,nan,16.00,-0.479,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,514.511,0.326
20260610 09:17:33,39,4003,-1.09,629,0,-0.057,15.96,15.73,61.7,0.03,-0.03,16,21.55,22,15.40,17.24,17.00,17.25,16.69,16.06,nan,nan,nan,-51.19,nan,16.00,-0.460,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,517.478,0.326
20260610 09:17:34,40,4003,-1.09,626,2,-0.068,15.96,15.70,61.7,0.03,-0.03,16,21.55,22,15.40,17.24,17.00,17.24,16.25,16.06,nan,nan,nan,-51.31,nan,16.00,-0.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,524.005,0.326
20260610 09:17:35,41,4003,-1.09,629,0,-0.063,15.99,15.70,61.7,0.03,-0.03,16,21.55,22,15.40,17.24,16.99,17.24,16.44,16.06,nan,nan,nan,-51.19,nan,16.00,-0.470,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,521.632,0.326
20260610 09:17:36,42,4003,-0.90,632,0,-0.061,15.99,15.73,61.7,0.03,-0.03,16,21.55,22,15.40,17.24,17.00,17.25,16.25,16.25,nan,nan,nan,-52.06,nan,16.00,-0.552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,524.005,0.326
20260610 09:17:37,43,4003,-0.90,632,0,-0.063,15.99,15.73,61.7,0.03,-0.03,16,21.55,29,15.40,17.26,17.00,17.25,16.44,16.31,nan,nan,nan,-52.06,nan,16.00,-0.552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,526.379,0.326
20260610 09:17:38,44,4003,-0.72,638,0,-0.063,15.99,15.70,61.7,0.03,-0.03,16,21.55,29,15.40,17.25,17.00,17.25,16.50,16.12,nan,nan,nan,-51.19,nan,16.00,-0.552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,525.192,0.326
20260610 09:17:39,45,4003,-0.72,638,0,-0.064,15.99,15.73,61.7,0.03,-0.03,16,21.55,29,15.40,17.25,17.00,17.25,16.25,16.12,nan,nan,nan,-51.19,nan,16.00,-0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,521.038,0.326
