# Timestamp: 20260520101145
#version: SB4003.19
#enabled DS3231 square wave timing
#reading eemem.............................................................#done
#testing sensor coms 
#ch 25 AmbTemp disabled
#ch 26 AmbPres disabled
#ch 27 AmbRH disabled
#ch 28 AS1_415nm disabled
#ch 29 AS1_445nm disabled
#ch 30 AS1_480nm disabled
#ch 31 AS1_515nm disabled
#ch 32 AS1_555nm disabled
#ch 33 AS1_590nm disabled
#ch 34 AS1_630nm disabled
#ch 35 AS1_680nm disabled
#ch 36 AS1_CLEAR disabled
#ch 37 AS1_NIR disabled
#ch 38 AS2_415nm disabled
#ch 39 AS2_445nm disabled
#ch 40 AS2_480nm disabled
#ch 41 AS2_515nm disabled
#ch 42 AS2_555nm disabled
#ch 43 AS2_590nm disabled
#ch 44 AS2_630nm disabled
#ch 45 AS2_680nm disabled
#ch 46 AS2_CLEAR disabled
#ch 47 AS2_NIR disabled
#ch 48 AS3_415nm disabled
#ch 49 AS3_445nm disabled
#ch 50 AS3_480nm disabled
#ch 51 AS3_515nm disabled
#ch 52 AS3_555nm disabled
#ch 53 AS3_590nm disabled
#ch 54 AS3_630nm disabled
#ch 55 AS3_680nm disabled
#ch 56 AS3_CLEAR disabled
#ch 57 AS3_NIR disabled
#channels tested OK: 30
# num inputs: 63
#headers:
#A:,nan,4003,0.1844500,1.0008200,1.0000000,0.0004800,0.0242200,0.0238300,1.0000000,0.0004800,0.0004800,1.0000000,0.0937100,1.0000000,1.0000000,0.0038100,0.0038100,0.0038100,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0048400,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0001160,0.0001271,0.0000766,0.5933700,nan
#B:,nan,4003,-8563.0,-44.4,-201.0,-1521.0,-132.0,-92.0,0.0,-11892.0,-12128.0,0.0,-1177.0,-1781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3897.9,3129.4,-281.0,-1138.9,nan
#C:,nan,4003,AGAIN1,AGAIN2,AGAIN3,ASTEP1,ASTEP2,ASTEP3,ATIME1,ATIME2,ATIME3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#D:,nan,4003,16.000,16.000,16.000,299.000,299.000,299.000,29.000,29.000,29.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#units:,s,4003,ppm,ppm,Mm^-1,mmH2O,degC,degC,%,lpm,lpm,degC,ppm,ppm,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,mmH2O,degC,hPa,%,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,lambda,lambda,lambda,ppm,lambda
time,seconds,ID,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,GravFlo1,GravFlo2,COtemp,VOC,CH4,CH4temp,Ctemp1,Ctemp2,Ctemp3,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,dP2,AmbTemp,AmbPres,AmbRH,AS1_415nm,AS1_445nm,AS1_480nm,AS1_515nm,AS1_555nm,AS1_590nm,AS1_630nm,AS1_680nm,AS1_CLEAR,AS1_NIR,AS2_415nm,AS2_445nm,AS2_480nm,AS2_515nm,AS2_555nm,AS2_590nm,AS2_630nm,AS2_680nm,AS2_CLEAR,AS2_NIR,AS3_415nm,AS3_445nm,AS3_480nm,AS3_515nm,AS3_555nm,AS3_590nm,AS3_630nm,AS3_680nm,AS3_CLEAR,AS3_NIR,O2_1,O2_2,O2_3,CO2v,O2_ave
20260520 10:12:14,16,4003,-4.06,674,0,-0.062,15.28,14.11,60.3,0.02,-0.03,15,21.18,219,15.10,17.21,16.89,16.97,15.38,nan,nan,nan,nan,-53.00,nan,15.38,-0.431,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,572.661,0.326
20260520 10:12:15,17,4003,-3.69,681,0,-0.044,15.28,14.11,60.3,0.03,-0.03,15,21.27,219,15.20,17.21,16.90,16.98,15.50,nan,nan,nan,nan,-53.00,nan,15.38,-0.417,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,576.815,0.326
20260520 10:12:16,18,4003,-3.50,683,1,-0.024,15.28,14.11,60.3,0.03,-0.03,15,21.27,219,15.20,17.22,16.90,16.98,15.69,nan,nan,nan,nan,-53.00,nan,15.62,-0.407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,578.002,0.326
20260520 10:12:17,19,4003,-3.14,677,1,-0.051,15.28,14.11,60.3,0.03,-0.03,15,21.18,219,15.20,17.21,16.90,16.98,15.56,nan,nan,nan,nan,-52.31,nan,15.19,-0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,575.628,0.326
20260520 10:12:18,20,4003,-3.14,677,1,-0.047,15.28,14.11,60.3,0.02,-0.03,15,21.18,219,15.20,17.21,16.90,16.98,15.69,nan,nan,nan,nan,-52.38,nan,15.62,-0.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,573.255,0.326
20260520 10:12:19,21,4003,-3.14,677,1,-0.049,15.28,14.11,60.3,0.03,-0.03,15,21.18,-138,15.20,17.22,16.90,16.98,15.56,nan,nan,nan,nan,-52.31,nan,15.38,-0.407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,576.222,0.326
20260520 10:12:20,22,4003,-2.77,677,0,-0.055,15.28,14.13,60.3,0.03,-0.03,15,21.27,-138,15.20,17.22,16.91,16.99,15.75,nan,nan,nan,nan,-52.75,nan,15.56,-0.484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,578.002,0.326
20260520 10:12:21,23,4003,-2.77,677,1,-0.057,15.28,14.11,60.3,0.02,-0.03,15,21.18,-138,15.20,17.22,16.91,16.98,15.56,nan,nan,nan,nan,-52.75,nan,15.38,-0.542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,575.035,0.326
20260520 10:12:22,24,4003,-2.40,673,1,-0.060,15.28,14.11,60.3,0.02,-0.03,15,21.18,-138,15.20,17.21,16.91,16.97,15.38,nan,nan,nan,nan,-52.81,nan,15.38,-0.552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,572.068,0.326
20260520 10:12:23,25,4003,-2.21,669,0,-0.057,15.28,14.11,60.3,0.03,-0.03,15,21.18,-138,15.20,17.23,16.92,16.98,15.50,nan,nan,nan,nan,-52.75,nan,15.38,-0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,574.442,0.326
20260520 10:12:24,26,4003,-2.21,673,0,-0.050,15.28,14.11,60.3,0.03,-0.03,15,21.18,-138,15.20,17.23,16.91,16.99,15.50,nan,nan,nan,nan,-53.00,nan,15.38,-0.542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,576.222,0.326
20260520 10:12:25,27,4003,-2.03,674,1,-0.057,15.28,14.11,60.3,0.02,-0.03,15,21.18,-152,15.20,17.22,16.92,16.98,15.69,nan,nan,nan,nan,-52.31,nan,15.38,-0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,573.255,0.326
20260520 10:12:26,28,4003,-2.03,677,0,-0.064,15.28,14.11,60.3,0.02,-0.03,15,21.18,-152,15.20,17.21,16.91,16.98,15.75,nan,nan,nan,nan,-52.31,nan,15.56,-0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,571.475,0.326
20260520 10:12:27,29,4003,-2.03,673,0,-0.054,15.28,14.11,60.3,0.02,-0.03,15,21.18,-152,15.20,17.23,16.91,16.99,15.56,nan,nan,nan,nan,-52.31,nan,15.38,-0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,573.848,0.326
20260520 10:12:28,30,4003,-1.84,674,1,-0.060,15.28,14.11,60.3,0.03,-0.03,15,21.18,-152,15.20,17.23,16.92,17.00,15.75,nan,nan,nan,nan,-53.00,nan,15.38,-0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,577.408,0.326
20260520 10:12:29,31,4003,-1.66,679,1,-0.058,15.28,14.11,60.3,0.03,-0.03,15,21.18,-152,15.20,17.23,16.92,16.99,16.00,nan,nan,nan,nan,-52.75,nan,15.38,-0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,575.628,0.326
20260520 10:12:30,32,4003,-1.66,683,1,-0.065,15.28,14.11,60.3,0.02,-0.03,15,21.18,-156,15.20,17.23,16.92,16.99,15.75,nan,nan,nan,nan,-52.50,nan,15.38,-0.542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,573.255,0.326
20260520 10:12:31,33,4003,-1.48,681,1,-0.061,15.31,14.13,60.3,0.03,-0.03,15,21.18,-156,15.20,17.23,16.92,17.00,15.50,nan,nan,nan,nan,-52.75,nan,15.38,-0.542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,573.848,0.326
20260520 10:12:32,34,4003,-1.29,679,1,-0.056,15.28,14.13,60.3,0.03,-0.03,15,21.18,-156,15.20,17.24,16.93,17.00,15.50,nan,nan,nan,nan,-52.75,nan,15.44,-0.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,586.309,0.326
20260520 10:12:33,35,4003,-1.29,683,1,-0.052,15.31,14.13,60.3,0.03,-0.03,15,21.18,-156,15.20,17.24,16.93,17.00,15.75,nan,nan,nan,nan,-53.00,nan,15.38,-0.571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,586.309,0.326
20260520 10:12:34,36,4003,-1.29,684,1,-0.061,15.28,14.11,60.3,0.03,-0.03,15,21.18,-156,15.20,17.24,16.93,17.00,15.75,nan,nan,nan,nan,-52.31,nan,15.38,-0.567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,582.749,0.326
20260520 10:12:35,37,4003,-1.29,683,1,-0.052,15.28,14.13,60.3,0.03,-0.03,15,21.18,-156,15.20,17.24,16.93,17.00,15.75,nan,nan,nan,nan,-52.31,nan,15.56,-0.571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,580.969,0.326
20260520 10:12:36,38,4003,-1.29,679,0,-0.051,15.28,14.11,60.3,0.03,-0.03,15,21.18,-151,15.20,17.24,16.93,17.00,15.75,nan,nan,nan,nan,-53.00,nan,15.38,-0.562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,583.342,0.326
20260520 10:12:37,39,4003,-1.11,677,1,-0.065,15.31,14.13,60.3,0.03,-0.03,15,21.18,-151,15.20,17.25,16.94,17.01,15.56,nan,nan,nan,nan,-53.00,nan,15.44,-0.562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,585.122,0.326
20260520 10:12:38,40,4003,-0.92,681,1,-0.057,15.31,14.13,60.3,0.03,-0.03,15,21.18,-151,15.20,17.25,16.93,17.01,15.56,nan,nan,nan,nan,-52.75,nan,15.62,-0.567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,582.749,0.326
20260520 10:12:39,41,4003,-1.11,681,1,-0.061,15.31,14.11,60.3,0.02,-0.03,15,21.08,-151,15.20,17.24,16.93,17.00,15.75,nan,nan,nan,nan,-52.50,nan,15.56,-0.567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,580.375,0.326
20260520 10:12:40,42,4003,-1.11,679,0,-0.065,15.31,14.11,60.3,0.02,-0.03,15,21.18,-151,15.20,17.25,16.94,17.01,15.69,nan,nan,nan,nan,-52.50,nan,15.38,-0.562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,583.342,0.326
20260520 10:12:41,43,4003,-0.92,677,0,-0.062,15.31,14.13,60.3,0.03,-0.03,15,21.18,-129,15.20,17.26,16.95,17.02,15.56,nan,nan,nan,nan,-52.75,nan,15.62,-0.484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,586.309,0.326
20260520 10:12:42,44,4003,-0.92,683,1,-0.059,15.31,14.11,60.3,0.03,-0.03,15,21.18,-129,15.20,17.25,16.95,17.02,15.56,nan,nan,nan,nan,-52.31,nan,15.44,-0.552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,583.935,0.326
20260520 10:12:43,45,4003,-0.74,683,0,-0.057,15.31,14.13,60.3,0.02,-0.03,15,21.18,-129,15.20,17.25,16.94,17.01,15.75,nan,nan,nan,nan,-52.25,nan,15.38,-0.436,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.512,0.465,0.000,581.562,0.326
